track_id,title,artist,artist_id,popularity,release_date,genre,sub_genre,mood_tags,context_tags,youtube_video_id,mood_tags_list,context_tags_list,popularity_norm,recency_score,artist_pref_score,base_score,track_image_url,youtube_thumbnail_url,thumbnail_url
7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,13.0,2023-01-13,Pop,,"Happy, Energetic, Uplifting","Workout, Party, Drive, Relax",SWpAYbgHmTo,"['Happy', 'Energetic', 'Uplifting']","['Workout', 'Party', 'Drive', 'Relax']",0.13,0.9620590717299579,0.7386127515072304,0.5510292309600201,,https://i.ytimg.com/vi/SWpAYbgHmTo/hqdefault.jpg,https://i.ytimg.com/vi/SWpAYbgHmTo/hqdefault.jpg
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,82.0,2022-05-13,Pop,Indie,"Happy, Energetic, Uplifting","Workout, Drive, Party, Morning",Y0rnNtpAYhc,"['Happy', 'Energetic', 'Uplifting']","['Workout', 'Drive', 'Party', 'Morning']",0.82,0.953789029535865,0.8051683580551438,0.8482561827032665,,https://i.ytimg.com/vi/Y0rnNtpAYhc/hqdefault.jpg,https://i.ytimg.com/vi/Y0rnNtpAYhc/hqdefault.jpg
0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,76.0,2022-03-11,Rock,Pop,"Energetic, Dark, Uplifting","Workout, Drive, Gaming",mb-Cnwi9BqA,"['Energetic', 'Dark', 'Uplifting']","['Workout', 'Drive', 'Gaming']",0.76,0.9516624472573839,0.813796476889016,0.8267443787255015,,https://i.ytimg.com/vi/mb-Cnwi9BqA/hqdefault.jpg,https://i.ytimg.com/vi/mb-Cnwi9BqA/hqdefault.jpg
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,85.0,2023-09-08,Pop,Pop Rock,"Angry,Melancholic,Uplifting","Party,Night,Drive",Fqey8LxQxFU,"['Angry', 'Melancholic', 'Uplifting']","['Party', 'Night', 'Drive']",0.85,0.9700928270042194,0.772064713375416,0.8527458564324505,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,https://i.ytimg.com/vi/Fqey8LxQxFU/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
2SsY5k7UWFqgye3PUMG3Oq,The Subway,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,85.0,2025-08-01,Pop,Dream Pop,"Sad,Melancholic,Dreamy","Relax,Night,Commute",Qam5A9lG-wc,"['Sad', 'Melancholic', 'Dreamy']","['Relax', 'Night', 'Commute']",0.85,0.9934852320675105,0.7161960829659441,0.8390399370549582,,https://i.ytimg.com/vi/Qam5A9lG-wc/hqdefault.jpg,https://i.ytimg.com/vi/Qam5A9lG-wc/hqdefault.jpg
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,91.0,2000-07-10,Rock,Indie,"Uplifting, Melancholic, Calm, Romantic","Drive, Relax, Commute",tdVAqxNLXiw,"['Uplifting', 'Melancholic', 'Calm', 'Romantic']","['Drive', 'Relax', 'Commute']",0.91,0.6845232067510548,0.859080049334699,0.8358088189549084,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a,https://i.ytimg.com/vi/tdVAqxNLXiw/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,5p9HO3XC5P3BLxJs5Mtrhm,95.0,2022-09-16,Indie,Pop,"Chill, Calm, Melancholic, Dreamy","Drive, Relax, Study, Commute, Morning, Night",xy3AcmW0lrQ,"['Chill', 'Calm', 'Melancholic', 'Dreamy']","['Drive', 'Relax', 'Study', 'Commute', 'Morning', 'Night']",0.95,0.958042194092827,0.0,0.6195105485232067,,https://i.ytimg.com/vi/xy3AcmW0lrQ/hqdefault.jpg,https://i.ytimg.com/vi/xy3AcmW0lrQ/hqdefault.jpg
1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,90.0,2017-03-17,Pop,Electronic,"Happy, Energetic, Uplifting","Party, Drive, Workout",MysKegBRtaA,"['Happy', 'Energetic', 'Uplifting']","['Party', 'Drive', 'Workout']",0.9,0.8902278481012659,0.0,0.5825569620253165,,https://i.ytimg.com/vi/MysKegBRtaA/hqdefault.jpg,https://i.ytimg.com/vi/MysKegBRtaA/hqdefault.jpg
1De425SCFJULIHbcmeebUw,LET THE WORLD BURN,Chris Grey,0F3maSKfGGVtfATaAyeyPG,84.0,2024-03-08,R&B,Soul,"Dark, Melancholic, Angry","Night, Drive, Relax",SkcO47UDzzY,"['Dark', 'Melancholic', 'Angry']","['Night', 'Drive', 'Relax']",0.84,0.9762362869198312,0.0,0.5800590717299579,,https://i.ytimg.com/vi/SkcO47UDzzY/hqdefault.jpg,https://i.ytimg.com/vi/SkcO47UDzzY/hqdefault.jpg
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1oSPZhvZMIrWW5I41kPkkY,87.0,2024-07-19,K-Pop,R&B,"Energetic, Romantic, Chill, Dreamy","Drive, Party, Relax, Night",yK7MoYrzAag,"['Energetic', 'Romantic', 'Chill', 'Dreamy']","['Drive', 'Party', 'Relax', 'Night']",0.87,0.9807257383966245,0.0,0.5931814345991562,,https://i.ytimg.com/vi/yK7MoYrzAag/hqdefault.jpg,https://i.ytimg.com/vi/yK7MoYrzAag/hqdefault.jpg
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,45dkTj5sMRSjrmBSBeiHym,88.0,2023-09-15,Pop,R&B,"Energetic, Uplifting, Angry","Workout, Party, Drive",8AtiHCDGZ8c,"['Energetic', 'Uplifting', 'Angry']","['Workout', 'Party', 'Drive']",0.88,0.9703291139240506,0.6701773173320205,0.8291443395472199,,https://i.ytimg.com/vi/8AtiHCDGZ8c/hqdefault.jpg,https://i.ytimg.com/vi/8AtiHCDGZ8c/hqdefault.jpg
5b5cPscqVEMChvDqscVw26,Training Season,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,82.0,2024-05-03,Pop,Electronic,"Energetic, Uplifting","Workout, Party, Drive",3W9zTpRFlzw,"['Energetic', 'Uplifting']","['Workout', 'Party', 'Drive']",0.82,0.978126582278481,0.713926186600623,0.8224058108798383,,https://i.ytimg.com/vi/3W9zTpRFlzw/hqdefault.jpg,https://i.ytimg.com/vi/3W9zTpRFlzw/hqdefault.jpg
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,22wbnEMDvgVIAGdFeek6ET,89.0,2024-04-05,Pop,Rock,"Romantic, Melancholic, Uplifting","Drive, Relax, Night",HU08BcK5SUY,"['Romantic', 'Melancholic', 'Uplifting']","['Drive', 'Relax', 'Night']",0.89,0.9771814345991561,0.8434656228631834,0.8955083266519032,https://i.scdn.co/image/ab67616d0000b273831949037a1db10b87b005fa,https://i.ytimg.com/vi/HU08BcK5SUY/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b273831949037a1db10b87b005fa
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,7tYKF4w9nC0nq9CsPZTHyP,83.0,2022-12-08,R&B,Pop,"Melancholic, Dark, Angry, Chill","Drive, Relax, Night",SQnc1QibapQ,"['Melancholic', 'Dark', 'Angry', 'Chill']","['Drive', 'Relax', 'Night']",0.83,0.9608438818565401,0.7509883763723891,0.8350569021944712,,https://i.ytimg.com/vi/SQnc1QibapQ/hqdefault.jpg,https://i.ytimg.com/vi/SQnc1QibapQ/hqdefault.jpg
0cNiRA8jy4GIBttIQGzgtI,All My Heroes - Radio Edit,Naeleck,2DYDFBqoaBP2i9XrTGpOgF,5.0,2020-07-31,Electronic,Synthwave,"Uplifting, Energetic, Dreamy","Party, Drive, Night",eGNiLQ09yyU,"['Uplifting', 'Energetic', 'Dreamy']","['Party', 'Drive', 'Night']",0.05,0.9318143459915612,0.0,0.2529535864978903,,https://i.ytimg.com/vi/eGNiLQ09yyU/hqdefault.jpg,https://i.ytimg.com/vi/eGNiLQ09yyU/hqdefault.jpg
5mHdCZtVyb4DcJw8799hZp,Escapism.,RAYE,5KKpBU5eC2tJDzf0wmlRp2,7.0,2022-10-12,R&B,Pop,"Energetic,Dark,Uplifting","Workout,Party,Drive",Ni3eWdzQMSI,"['Energetic', 'Dark', 'Uplifting']","['Workout', 'Party', 'Drive']",0.07,0.9589198312236287,0.6889540184588123,0.5088638642664916,,https://i.ytimg.com/vi/Ni3eWdzQMSI/hqdefault.jpg,https://i.ytimg.com/vi/Ni3eWdzQMSI/hqdefault.jpg
6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,86.0,2021-05-21,Pop,Indie,"Melancholic, Sad, Angry","Drive, Relax, Commute",C4hwsb1HPaU,"['Melancholic', 'Sad', 'Angry']","['Drive', 'Relax', 'Commute']",0.86,0.9417383966244726,0.772064713375416,0.8496572488375138,,https://i.ytimg.com/vi/C4hwsb1HPaU/hqdefault.jpg,https://i.ytimg.com/vi/C4hwsb1HPaU/hqdefault.jpg
6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,84.0,2022-07-15,Pop,R&B,"Happy, Energetic, Chill","Party, Drive, Relax",ECVA6FvhdEE,"['Happy', 'Energetic', 'Chill']","['Party', 'Drive', 'Relax']",0.84,0.955915611814346,0.8097787736275269,0.8584014737232208,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf,https://i.ytimg.com/vi/ECVA6FvhdEE/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,06HL4z0CvFAxyc27GXpf02,79.0,2024-04-18,Pop,Electronic,"Melancholic, Energetic, Uplifting","Drive, Workout, Party",XjlSBN82hfo,"['Melancholic', 'Energetic', 'Uplifting']","['Drive', 'Workout', 'Party']",0.79,0.9776202531645569,0.8855747104409144,0.8703562119454593,,https://i.ytimg.com/vi/XjlSBN82hfo/hqdefault.jpg,https://i.ytimg.com/vi/XjlSBN82hfo/hqdefault.jpg
4l0RmWt52FxpVxMNni6i63,you broke me first,Tate McRae,45dkTj5sMRSjrmBSBeiHym,85.0,2021-03-26,Pop,Indie,"Sad,Melancholic,Dark","Relax,Night,Commute",AG-erEMhumc,"['Sad', 'Melancholic', 'Dark']","['Relax', 'Night', 'Commute']",0.85,0.9398481012658227,0.6701773173320205,0.8095240863826629,,https://i.ytimg.com/vi/AG-erEMhumc/hqdefault.jpg,https://i.ytimg.com/vi/AG-erEMhumc/hqdefault.jpg
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,83.0,2018-11-16,Pop,Indie,"Sad, Melancholic, Romantic, Chill","Drive, Relax, Commute, Night",YL_iwN4dlT4,"['Sad', 'Melancholic', 'Romantic', 'Chill']","['Drive', 'Relax', 'Commute', 'Night']",0.83,0.9107848101265823,0.31145824776643755,0.6687065892498987,,https://i.ytimg.com/vi/YL_iwN4dlT4/hqdefault.jpg,https://i.ytimg.com/vi/YL_iwN4dlT4/hqdefault.jpg
2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,0PCCGZ0wGLizHt2KZ7hhA2,81.0,2024-03-19,Pop,Indie,"Romantic, Chill, Dreamy","Relax, Drive, Night",bUU4eDJAs-Q,"['Romantic', 'Chill', 'Dreamy']","['Relax', 'Drive', 'Night']",0.81,0.9766075949367089,0.671851522626444,0.8032999316534326,,https://i.ytimg.com/vi/bUU4eDJAs-Q/hqdefault.jpg,https://i.ytimg.com/vi/bUU4eDJAs-Q/hqdefault.jpg
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,11p2E654TTU8e0nZWBR4AL,76.0,2024-02-16,Pop,Indie,"Happy,Uplifting,Romantic","Relax,Drive,Party",xPWnNFF-TAw,"['Happy', 'Uplifting', 'Romantic']","['Relax', 'Drive', 'Party']",0.76,0.9755274261603376,0.0,0.5478818565400845,,https://i.ytimg.com/vi/xPWnNFF-TAw/hqdefault.jpg,https://i.ytimg.com/vi/xPWnNFF-TAw/hqdefault.jpg
1bjeWoagtHmUKputLVyDxQ,Saturn,SZA,7tYKF4w9nC0nq9CsPZTHyP,78.0,2024-02-22,R&B,Pop,"Dreamy, Melancholic, Calm, Chill","Relax, Drive, Study, Night",V2G8ESoDXm8,"['Dreamy', 'Melancholic', 'Calm', 'Chill']","['Relax', 'Drive', 'Study', 'Night']",0.78,0.9757299578059072,0.7509883763723891,0.8187784211818131,,https://i.ytimg.com/vi/V2G8ESoDXm8/hqdefault.jpg,https://i.ytimg.com/vi/V2G8ESoDXm8/hqdefault.jpg
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,06HL4z0CvFAxyc27GXpf02,88.0,2019-08-23,Pop,Electropop,"Energetic, Melancholic, Romantic","Party, Drive, Night",ic8j13piAhQ,"['Energetic', 'Melancholic', 'Romantic']","['Party', 'Drive', 'Night']",0.88,0.9202362869198312,0.8855747104409144,0.8920102203842778,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,https://i.ytimg.com/vi/ic8j13piAhQ/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
5ZrmgtEvaTrMhWbvzmq4UD,Car Crash Baby,Madeon,4pb4rqWSoGUgxm63xmJ8xc,54.0,2025-11-21,Electronic,Pop,"Energetic, Uplifting, Dreamy","Drive, Workout, Party, Gaming",gcqnrXC4l6E,"['Energetic', 'Uplifting', 'Dreamy']","['Drive', 'Workout', 'Party', 'Gaming']",0.54,0.9972658227848101,0.0,0.46531645569620256,,https://i.ytimg.com/vi/gcqnrXC4l6E/hqdefault.jpg,https://i.ytimg.com/vi/gcqnrXC4l6E/hqdefault.jpg
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,85.0,2022-10-14,Indie,Folk,"Sad,Melancholic,Chill","Relax,Night,Commute",iWG6apzIWAk,"['Sad', 'Melancholic', 'Chill']","['Relax', 'Night', 'Commute']",0.85,0.958987341772152,0.0,0.579746835443038,,https://i.ytimg.com/vi/iWG6apzIWAk/hqdefault.jpg,https://i.ytimg.com/vi/iWG6apzIWAk/hqdefault.jpg
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,7GlBOeep6PqTfFi59PTUUN,90.0,2024-04-05,Pop,Indie,"Energetic, Uplifting, Happy","Party, Drive, Workout",1RKqOmSkGgM,"['Energetic', 'Uplifting', 'Happy']","['Party', 'Drive', 'Workout']",0.9,0.9771814345991561,0.7161960829659441,0.8549639876878695,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7,https://i.ytimg.com/vi/1RKqOmSkGgM/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,4j96cMcT8GRi11qbvo1cLQ,78.0,2024-01-12,Indie,Acoustic,"Melancholic, Uplifting, Chill","Drive, Relax, Commute, Study, Focus",KZCGhO3t0DA,"['Melancholic', 'Uplifting', 'Chill']","['Drive', 'Relax', 'Commute', 'Study', 'Focus']",0.78,0.9743459915611814,0.0,0.5555864978902953,,https://i.ytimg.com/vi/KZCGhO3t0DA/hqdefault.jpg,https://i.ytimg.com/vi/KZCGhO3t0DA/hqdefault.jpg
3U3hFkMr0Q90pD24EkE3Pr,BMF,SZA,7tYKF4w9nC0nq9CsPZTHyP,78.0,2024-12-20,R&B,Hip Hop,"Chill, Dark","Drive, Night, Relax",hWjwNgiLMgA,"['Chill', 'Dark']","['Drive', 'Night', 'Relax']",0.78,0.9859240506329114,0.7509883763723891,0.8213269443885641,https://i.scdn.co/image/ab67616d0000b27316fdde9f6b5606419ca9b7ca,https://i.ytimg.com/vi/hWjwNgiLMgA/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b27316fdde9f6b5606419ca9b7ca
3dj4wgM3cPeuLwMNHDuBon,The Door,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,87.0,2023-09-15,Pop,R&B,"Sad,Melancholic,Uplifting","Relax,Night,Focus",DRqt_JVNUxs,"['Sad', 'Melancholic', 'Uplifting']","['Relax', 'Night', 'Focus']",0.87,0.9703291139240506,0.731861691231409,0.8467338704120059,,https://i.ytimg.com/vi/DRqt_JVNUxs/hqdefault.jpg,https://i.ytimg.com/vi/DRqt_JVNUxs/hqdefault.jpg
4il87YHqSV9UqbBkXM7z7m,Sports car,Tate McRae,45dkTj5sMRSjrmBSBeiHym,65.0,2025-02-21,Pop,R&B,"Energetic,Romantic,Chill","Party,Drive,Night",s8kf-2_hSGk,"['Energetic', 'Romantic', 'Chill']","['Party', 'Drive', 'Night']",0.65,0.9880506329113924,0.6701773173320205,0.7415747192940553,,https://i.ytimg.com/vi/s8kf-2_hSGk/hqdefault.jpg,https://i.ytimg.com/vi/s8kf-2_hSGk/hqdefault.jpg
0cUVwbFjaKf0CN5Dwrynwb,I Run,Bombs Away,1YlyxjwYNSjBD0NAJGEfWB,60.0,2025-11-24,Electronic,,"Energetic, Uplifting, Happy","Party, Workout, Drive, Gaming",2Ujln5jlk5s,"['Energetic', 'Uplifting', 'Happy']","['Party', 'Workout', 'Drive', 'Gaming']",0.6,0.9973670886075949,0.0,0.4893417721518987,,https://i.ytimg.com/vi/2Ujln5jlk5s/hqdefault.jpg,https://i.ytimg.com/vi/2Ujln5jlk5s/hqdefault.jpg
5wbg8kepMFoMzHOEuxiI0q,Close To You,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,79.0,2024-06-20,Pop,Indie,"Dreamy, Romantic, Calm","Relax, Drive, Focus",dwXrbf_bFMw,"['Dreamy', 'Romantic', 'Calm']","['Relax', 'Drive', 'Focus']",0.79,0.979746835443038,0.7697253385205229,0.8303405773429425,,https://i.ytimg.com/vi/dwXrbf_bFMw/hqdefault.jpg,https://i.ytimg.com/vi/dwXrbf_bFMw/hqdefault.jpg
27xkOIER6uDLKALIelHylZ,Don’t Say You Love Me,Jin,5vV3bFXnN6D6N3Nj4xRvaV,87.0,2025-05-16,K-Pop,Pop,"Romantic, Melancholic","Relax, Drive, Night",iD_3rMPrggQ,"['Romantic', 'Melancholic']","['Relax', 'Drive', 'Night']",0.87,0.9908860759493671,0.4871895202117261,0.7662378510614459,,https://i.ytimg.com/vi/iD_3rMPrggQ/hqdefault.jpg,https://i.ytimg.com/vi/iD_3rMPrggQ/hqdefault.jpg
5hw7dvgBRLvlCiALWwujYz,Nectar - B-Rain Remix,Senhit,0kgOnYSaZeTf3ZnErgwkGT,53.0,2025-10-17,Pop,Electronic,"Romantic,Energetic,Chill","Party,Relax,Night",In7ZfdrcatY,"['Romantic', 'Energetic', 'Chill']","['Party', 'Relax', 'Night']",0.53,0.996084388185654,0.0,0.46102109704641353,,https://i.ytimg.com/vi/In7ZfdrcatY/hqdefault.jpg,https://i.ytimg.com/vi/In7ZfdrcatY/hqdefault.jpg
05od2qm2MTSKCHxy1GBp5W,12 to 12,sombr,4G9NDjRyZFDlJKMRL8hx3S,89.0,2025-08-22,Indie,Synth-Pop,"Romantic,Melancholic","Night,Relax,Drive",cZgUiR31m-Y,"['Romantic', 'Melancholic']","['Night', 'Relax', 'Drive']",0.89,0.9941940928270042,0.0,0.6045485232067511,,https://i.ytimg.com/vi/cZgUiR31m-Y/hqdefault.jpg,https://i.ytimg.com/vi/cZgUiR31m-Y/hqdefault.jpg
438QRARw2l8mc0TyFk8BLy,Eternity,Alex Warren,0fTSzq9jAh4c36UVb4V7CB,75.0,2025-12-05,Pop,Acoustic,"Romantic, Uplifting, Dreamy","Relax, Drive, Commute",X5J89HwWxxg,"['Romantic', 'Uplifting', 'Dreamy']","['Relax', 'Drive', 'Commute']",0.75,0.9977383966244726,0.7501095942340008,0.8119729571380185,,https://i.ytimg.com/vi/X5J89HwWxxg/hqdefault.jpg,https://i.ytimg.com/vi/X5J89HwWxxg/hqdefault.jpg
7qjZnBKE73H4Oxkopwulqe,back to friends,sombr,4G9NDjRyZFDlJKMRL8hx3S,92.0,2025-08-22,Lofi,Indie,"Chill, Calm, Melancholic, Dreamy","Relax, Study, Drive, Commute",fOQ_-gZsnYQ,"['Chill', 'Calm', 'Melancholic', 'Dreamy']","['Relax', 'Study', 'Drive', 'Commute']",0.92,0.9941940928270042,0.0,0.6165485232067511,,https://i.ytimg.com/vi/fOQ_-gZsnYQ/hqdefault.jpg,https://i.ytimg.com/vi/fOQ_-gZsnYQ/hqdefault.jpg
3cZajhyr8LmtPfHZ9296tj,No Broke Boys,Disco Lines,5Kmr0b3ip8g9P2i0dLTC3Z,93.0,2025-06-06,Electronic,Dance / Electro Pop,"Energetic, Uplifting","Party, Workout, Night",nS-fOh1CfhQ,"['Energetic', 'Uplifting']","['Party', 'Workout', 'Night']",0.93,0.9915949367088608,0.0,0.6198987341772153,,https://i.ytimg.com/vi/nS-fOh1CfhQ/hqdefault.jpg,https://i.ytimg.com/vi/nS-fOh1CfhQ/hqdefault.jpg
4WFfPxJv1KRekG6mxn837K,EYES CLOSED (with ZAYN),JISOO,6UZ0ba50XreR4TM8u322gs,85.0,2025-10-10,K-Pop,Pop,"Romantic, Dreamy, Chill, Melancholic","Relax, Drive, Night, Focus",QwcqNL59oAs,"['Romantic', 'Dreamy', 'Chill', 'Melancholic']","['Relax', 'Drive', 'Night', 'Focus']",0.85,0.9958481012658228,0.0,0.5889620253164557,,https://i.ytimg.com/vi/QwcqNL59oAs/hqdefault.jpg,https://i.ytimg.com/vi/QwcqNL59oAs/hqdefault.jpg
57Z6TJCTMACXxdrcwZ3Zvf,Phantom,EsDeeKid,0EyhkwP3UnwGFBy6xwKjSy,91.0,2025-06-20,Hip Hop,Lofi,"Chill, Dark, Dreamy","Drive, Relax, Study",hmdzniMJOZs,"['Chill', 'Dark', 'Dreamy']","['Drive', 'Relax', 'Study']",0.91,0.9920675105485232,0.0,0.6120168776371309,,https://i.ytimg.com/vi/hmdzniMJOZs/hqdefault.jpg,https://i.ytimg.com/vi/hmdzniMJOZs/hqdefault.jpg
2yWlGEgEfPot0lv3OAjuG3,Just Keep Watching (From F1® The Movie),Tate McRae,45dkTj5sMRSjrmBSBeiHym,88.0,2025-05-30,Pop,Electronic,"Energetic, Uplifting","Workout, Drive, Gaming",8ORKG0i07Dc,"['Energetic', 'Uplifting']","['Workout', 'Drive', 'Gaming']",0.88,0.9913586497890295,0.6701773173320205,0.8344017235134646,,https://i.ytimg.com/vi/8ORKG0i07Dc/hqdefault.jpg,https://i.ytimg.com/vi/8ORKG0i07Dc/hqdefault.jpg
0je57Uq5eTk1wrPzn9sWbl,When Did You Get Hot?,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,89.0,2025-08-29,Pop,,"Energetic, Happy, Uplifting","Party, Drive, Workout",bnhV-OBnGCE,"['Energetic', 'Happy', 'Uplifting']","['Party', 'Drive', 'Workout']",0.89,0.9944303797468355,0.8097787736275269,0.8880301657063432,,https://i.ytimg.com/vi/bnhV-OBnGCE/hqdefault.jpg,https://i.ytimg.com/vi/bnhV-OBnGCE/hqdefault.jpg
0InIeZW4P6VO7dUGRM4AKH,Sienna,The Marías,2sSGPbdZJkaSE2AbcGOACx,88.0,2024-05-31,Indie,Pop,"Dreamy, Chill, Romantic, Melancholic","Relax, Drive, Sleep, Night",EiS7cKfuf6w,"['Dreamy', 'Chill', 'Romantic', 'Melancholic']","['Relax', 'Drive', 'Sleep', 'Night']",0.88,0.9790717299578059,0.0,0.5967679324894515,,https://i.ytimg.com/vi/EiS7cKfuf6w/hqdefault.jpg,https://i.ytimg.com/vi/EiS7cKfuf6w/hqdefault.jpg
221eHga9f9Ne4f8D7WVgPT,Mystical Magical,Benson Boone,22wbnEMDvgVIAGdFeek6ET,83.0,2025-04-24,Pop,Acoustic,"Romantic,Uplifting,Dreamy","Relax,Drive,Party",U8QhB8_0t2g,"['Romantic', 'Uplifting', 'Dreamy']","['Relax', 'Drive', 'Party']",0.83,0.9901434599156118,0.8434656228631834,0.8747488329810171,,https://i.ytimg.com/vi/U8QhB8_0t2g/hqdefault.jpg,https://i.ytimg.com/vi/U8QhB8_0t2g/hqdefault.jpg
7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,87.0,2025-03-07,Pop,R&B,"Romantic, Uplifting, Melancholic","Drive, Relax",PfH7jq_uSCM,"['Romantic', 'Uplifting', 'Melancholic']","['Drive', 'Relax']",0.87,0.9885232067510549,0.8157555285563808,0.880645236682497,,https://i.ytimg.com/vi/PfH7jq_uSCM/hqdefault.jpg,https://i.ytimg.com/vi/PfH7jq_uSCM/hqdefault.jpg
6iOndD4OFo7GkaDypWQIou,La Plena - W Sound 05,W Sound,5uwa6tAMMfNbBFIHiI6NV4,90.0,2025-02-19,Latin,World,"Energetic, Happy, Uplifting","Party, Drive, Workout",P_eQ4HdVljE,"['Energetic', 'Happy', 'Uplifting']","['Party', 'Drive', 'Workout']",0.9,0.9879831223628692,0.0,0.6069957805907173,,https://i.ytimg.com/vi/P_eQ4HdVljE/hqdefault.jpg,https://i.ytimg.com/vi/P_eQ4HdVljE/hqdefault.jpg
1IfGOnXoMBkiKC9xljlSfa,Jealous Type,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,76.0,2025-08-21,Pop,Hip Hop,"Romantic, Melancholic, Dark","Night, Relax, Party",I6RSSFTTmCA,"['Romantic', 'Melancholic', 'Dark']","['Night', 'Relax', 'Party']",0.76,0.9941603375527426,0.7157811987666032,0.8030635039564967,,https://i.ytimg.com/vi/I6RSSFTTmCA/hqdefault.jpg,https://i.ytimg.com/vi/I6RSSFTTmCA/hqdefault.jpg
1DwscornXpj8fmOmYVlqZt,Stateside + Zara Larsson,PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,82.0,2025-10-10,Pop,Electronic,"Romantic, Energetic, Dreamy","Party, Drive, Night",hEQwWKj8Sns,"['Romantic', 'Energetic', 'Dreamy']","['Party', 'Drive', 'Night']",0.82,0.9958481012658228,0.0,0.5769620253164557,,https://i.ytimg.com/vi/hEQwWKj8Sns/hqdefault.jpg,https://i.ytimg.com/vi/hEQwWKj8Sns/hqdefault.jpg
4TwEdnSiTPDR1vg1QZ5K8W,Beautiful People,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,81.0,2025-03-07,Electronic,Pop,"Energetic, Uplifting, Dreamy","Party, Dance, Workout",SswocIow6pc,"['Energetic', 'Uplifting', 'Dreamy']","['Party', 'Dance', 'Workout']",0.81,0.9885232067510549,0.7492465607422416,0.8333670979475484,,https://i.ytimg.com/vi/SswocIow6pc/hqdefault.jpg,https://i.ytimg.com/vi/SswocIow6pc/hqdefault.jpg
6V4ntlX6608rd3Ec5SpVhj,Berghain,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,80.0,2025-10-27,Electronic,Pop,"Energetic, Dark","Party, Workout, Drive, Night",Wj9qHzz9BJY,"['Energetic', 'Dark']","['Party', 'Workout', 'Drive', 'Night']",0.8,0.9964219409282701,0.7120752232483137,0.8183318133689774,,https://i.ytimg.com/vi/Wj9qHzz9BJY/hqdefault.jpg,https://i.ytimg.com/vi/Wj9qHzz9BJY/hqdefault.jpg
